"Fruits: Supply Utilization Accounts"

"Commodity","Year","SU Production","SU Imports","SU Gross Supply","UT Exports","UT Seeds","UT Feeds and Waste","UT Processing","UT Total Net Food Disposable","UT Per Capita (kg/yr)","UT Per Capita (gm/day)"
"Papaya","2014",172628.00,0.00,172628.00,5108.00,0.00,10051.20,0.00,157468.80,1.58,4.32
"Papaya","2015",172650.00,0.00,172650.00,1834.00,0.00,10248.96,0.00,160567.04,1.58,4.33
"Papaya","2016",162480.69,0.00,162480.69,1588.00,0.00,9653.56,0.00,151239.13,1.46,4.01
"Papaya","2017",167043.00,0.00,167043.00,2254.61,0.00,9887.30,0.00,154901.08,1.49,4.07
"Papaya","2018",169143.03,0.00,169143.03,3579.87,0.00,9933.79,0.00,155629.37,1.47,4.03
"Papaya","2019",166164.08,0.00,166164.08,5625.20,0.00,9632.33,0.00,150906.55,1.41,3.85
"Papaya","2020",163299.41,0.00,163299.41,6445.52,0.00,9411.23,0.00,147442.65,1.36,3.71
"Papaya","2021",165911.50,0.00,165911.50,6238.74,0.00,9580.37,0.00,150092.40,1.36,3.73
"Papaya","2022",159173.11,0.00,159173.11,8458.98,0.00,9042.85,0.00,141671.28,1.27,3.48
"Pineapple","1990",1421663.00,0.00,1421663.00,135726.00,0.00,77156.22,565812.28,642968.50,10.46,28.65
"Pineapple","1991",1345599.00,0.00,1345599.00,167418.00,0.00,70690.86,518399.64,589090.50,9.37,25.67
"Pineapple","1992",1516685.00,0.00,1516685.00,151754.00,0.00,81895.86,600569.64,682465.50,10.62,29.10
"Pineapple","1993",1571811.00,0.00,1571811.00,154245.00,0.00,85053.96,623729.04,708783.00,10.83,29.68
"Pineapple","1994",1612327.00,0.00,1612327.00,161426.00,0.00,87054.06,638396.44,725450.50,10.57,28.96
"Pineapple","1995",1646268.00,..,1646268.00,163432.00,0.00,88970.16,652447.84,741418.00,10.85,29.72
"Pineapple","1996",1635744.00,0.00,1635744.00,146040.00,0.00,89382.24,655469.76,744852.00,10.65,29.17
"Pineapple","1997",1616113.00,1.00,1616114.00,144735.00,0.00,88282.74,647406.76,735689.50,10.28,28.17
"Pineapple","1998",1575145.00,1.00,1575146.00,117384.00,0.00,87465.72,641415.28,728881.00,9.96,27.30
"Pineapple","1999",1565878.00,0.00,1565878.00,127600.00,0.00,86296.68,632842.32,719139.00,9.62,26.36
"Pineapple","2000",1559563.00,1.00,1559564.00,135424.00,0.00,85448.40,626621.60,712070.00,9.31,25.50
"Pineapple","2001",1617906.00,0.00,1617906.00,153149.00,0.00,87885.42,644493.08,732378.50,9.40,25.75
"Pineapple","2002",1639161.00,0.00,1639161.00,178639.00,0.00,87631.32,642629.68,730261.00,9.19,25.17
"Pineapple","2003",1697952.00,1.00,1697953.00,194595.00,0.00,90201.48,661477.52,751679.00,9.27,25.40
"Pineapple","2004",1759813.00,3.00,1759816.00,204072.00,0.00,93344.64,684527.36,777872.00,9.41,25.78
"Pineapple","2005",1788218.00,0.00,1788218.00,210754.00,0.00,94647.84,694084.16,788732.00,9.25,25.35
"Pineapple","2006",1833908.00,0.00,1833908.00,262133.00,0.00,94306.50,691581.00,785887.50,9.04,24.76
"Pineapple","2007",2016462.00,0.00,2016462.00,276400.00,0.00,104403.72,765627.28,870031.00,9.82,26.91
"Pineapple","2008",2209336.00,0.00,2209336.00,291676.00,0.00,115059.60,843770.40,958830.00,10.60,29.04
"Pineapple","2009",2198497.00,2.00,2198499.00,204505.00,0.00,119639.64,877357.36,996997.00,10.95,30.01
"Pineapple","2010",2169233.00,0.00,2169233.00,164553.00,0.00,120280.80,882059.20,1002340.00,10.76,29.49
"Pineapple","2011",2246806.00,0.00,2246806.00,263272.00,0.00,119012.04,872754.96,991767.00,10.46,28.65
"Pineapple","2012",2397745.00,0.00,2397745.00,397018.00,0.00,120043.62,880319.88,1000363.50,10.37,28.40
"Pineapple","2013",2458528.00,0.00,2458528.00,489743.00,0.00,118127.10,866265.40,984392.50,10.02,27.46
"Pineapple","2014",2507098.00,0.00,2507098.00,487492.00,0.00,121176.36,888626.64,1009803.00,10.11,27.70
"Pineapple","2015",2582699.00,0.00,2582699.00,315829.00,0.00,136012.20,997422.80,1133435.00,11.16,30.58
"Pineapple","2016",2612474.02,68.00,2612542.02,599343.00,0.00,120791.94,885807.57,1006599.51,9.75,26.71
"Pineapple","2017",2671710.80,4.06,2671714.85,494272.98,0.00,130646.51,958074.43,1088720.94,10.45,28.63
"Pineapple","2018",2730984.64,0.00,2730984.64,391982.06,0.00,140340.15,1029161.13,1169501.29,11.06,30.30
"Pineapple","2019",2747856.50,0.00,2747856.50,631486.22,0.00,126982.22,931202.92,1058185.14,9.86,27.02
"Pineapple","2020",2702553.81,0.00,2702553.81,594725.79,0.00,126469.68,927444.33,1053914.01,9.69,26.55
"Pineapple","2021",2860202.36,0.00,2860202.36,551554.65,0.00,138518.86,1015804.99,1154323.85,10.47,28.70
"Pineapple","2022",2914424.68,0.00,2914424.68,582536.93,0.00,139913.26,1026030.61,1165943.87,10.45,28.63
"Pomelo","1990",26290.00,1.00,26291.00,0.00,0.00,1577.46,0.00,24713.54,0.40,1.10
"Pomelo","1991",26513.00,0.00,26513.00,143.00,0.00,1582.20,0.00,24787.80,0.39,1.08
"Pomelo","1992",23833.00,0.00,23833.00,0.00,0.00,1429.98,0.00,22403.02,0.35,0.96
"Pomelo","1993",23915.00,62.00,23977.00,0.00,0.00,1438.62,0.00,22538.38,0.34,0.94
"Pomelo","1994",22982.00,4.00,22986.00,0.00,0.00,1379.16,0.00,21606.84,0.31,0.86
"Pomelo","1995",22831.00,16.00,22847.00,..,0.00,1370.82,0.00,21476.18,0.31,0.86
"Pomelo","1996",48799.00,0.00,48799.00,2.00,0.00,2927.82,0.00,45869.18,0.66,1.80
"Pomelo","1997",49763.00,10.00,49773.00,0.00,0.00,2986.38,0.00,46786.62,0.65,1.79
"Pomelo","1998",46868.00,10.00,46878.00,0.00,0.00,2812.68,0.00,44065.32,0.60,1.65
"Pomelo","1999",48052.00,0.00,48052.00,0.00,0.00,2883.12,0.00,45168.88,0.60,1.66
"Pomelo","2000",46326.00,50.00,46376.00,0.00,0.00,2782.56,0.00,43593.44,0.57,1.56
"Pomelo","2001",43413.00,1.00,43414.00,..,0.00,2604.84,0.00,40809.16,0.52,1.43
"Pomelo","2002",45291.00,9.00,45300.00,..,0.00,2718.00,0.00,42582.00,0.54,1.47
"Pomelo","2003",43159.00,199.00,43358.00,..,0.00,2601.48,0.00,40756.52,0.50,1.38
"Pomelo","2004",41481.00,0.00,41481.00,0.00,0.00,2488.86,0.00,38992.14,0.47,1.29
"Pomelo","2005",40751.00,0.00,40751.00,0.00,0.00,2445.06,0.00,38305.94,0.45,1.23
"Pomelo","2006",38662.00,0.00,38662.00,0.00,0.00,2319.72,0.00,36342.28,0.42,1.14
"Pomelo","2007",38345.00,0.00,38345.00,..,0.00,2300.70,0.00,36044.30,0.41,1.11
"Pomelo","2008",36686.00,0.00,36686.00,0.00,0.00,2201.16,0.00,34484.84,0.38,1.04
"Pomelo","2009",34467.00,0.00,34467.00,0.00,0.00,2068.02,0.00,32398.98,0.36,0.98
"Pomelo","2010",33472.00,0.00,33472.00,0.00,0.00,2008.32,0.00,31463.68,0.34,0.93
"Pomelo","2011",30604.00,0.00,30604.00,0.00,0.00,1836.24,0.00,28767.76,0.30,0.83
"Pomelo","2012",30506.00,0.00,30506.00,..,0.00,1830.36,0.00,28675.64,0.30,0.81
"Pomelo","2013",29973.00,0.00,29973.00,..,0.00,1798.38,0.00,28174.62,0.29,0.79
"Pomelo","2014",29994.00,0.00,29994.00,44.00,0.00,1797.00,0.00,28153.00,0.28,0.77
"Pomelo","2015",30137.00,0.00,30137.00,46.00,0.00,1805.46,0.00,28285.54,0.28,0.76
"Pomelo","2016",28811.09,2.00,28813.09,..,0.00,1728.79,0.00,27084.31,0.26,0.72
"Pomelo","2017",27253.66,0.00,27253.66,0.00,0.00,1635.22,0.00,25618.44,0.25,0.67
"Pomelo","2018",26934.02,0.00,26934.02,0.00,0.00,1616.04,0.00,25317.98,0.24,0.66
"Pomelo","2019",26752.84,0.00,26752.84,1.35,0.00,1605.09,0.00,25146.39,0.23,0.64
"Pomelo","2020",26864.90,0.00,26864.90,3.06,0.00,1611.71,0.00,25250.13,0.23,0.64
"Pomelo","2021",26930.88,0.00,26930.88,4.56,0.00,1615.58,0.00,25310.74,0.23,0.63
"Pomelo","2022",27800.81,0.00,27800.81,2.05,0.00,1667.93,0.00,26130.83,0.23,0.64
"Strawberry","1990",1669.00,0.00,1669.00,0.00,0.00,100.14,0.00,1568.86,0.03,0.07
"Strawberry","1991",2700.00,1.68,2701.68,18.60,0.00,160.98,0.00,2522.10,0.04,0.11
"Strawberry","1992",2547.00,2.95,2549.95,6.24,0.00,152.62,0.00,2391.09,0.04,0.10
"Strawberry","1993",2547.00,8.43,2555.43,13.26,0.00,152.53,0.00,2389.64,0.04,0.10
"Strawberry","1994",2389.00,57.82,2446.82,4.11,0.00,146.56,0.00,2296.15,0.03,0.09
"Strawberry","1995",2423.00,22.06,2445.06,30.12,0.00,144.90,0.00,2270.04,0.03,0.09
"Strawberry","1996",1440.00,17.81,1457.81,19.41,0.00,86.30,0.00,1352.10,0.02,0.05
"Strawberry","1997",1280.00,17.96,1297.96,9.28,0.00,77.32,0.00,1211.36,0.02,0.05
"Strawberry","1998",1098.00,26.40,1124.40,10.50,0.00,66.83,0.00,1047.07,0.01,0.04
"Strawberry","1999",1143.00,0.00,1143.00,0.00,0.00,68.58,0.00,1074.42,0.01,0.04
"Strawberry","2000",1116.00,139.78,1255.78,0.00,0.00,75.35,0.00,1180.43,0.02,0.04
"Strawberry","2001",1138.00,52.20,1190.20,0.00,0.00,71.41,0.00,1118.79,0.01,0.04
"Strawberry","2002",1150.00,32.00,1182.00,0.00,0.00,70.92,0.00,1111.08,0.01,0.04
"Strawberry","2003",601.00,2.00,603.00,0.00,0.00,36.18,0.00,566.82,0.01,0.02
"Strawberry","2004",595.00,155.00,750.00,0.00,0.00,45.00,0.00,705.00,0.01,0.02
"Strawberry","2005",590.00,89.00,679.00,0.00,0.00,40.74,0.00,638.26,0.01,0.02
"Strawberry","2006",561.00,72.00,633.00,0.00,0.00,37.98,0.00,595.02,0.01,0.02
"Strawberry","2007",484.00,93.00,577.00,0.00,0.00,34.62,0.00,542.38,0.01,0.02
"Strawberry","2008",657.00,108.00,765.00,0.00,0.00,46.00,0.00,719.00,0.01,0.02
"Strawberry","2009",654.00,55.00,709.00,0.00,0.00,43.00,0.00,666.00,0.01,0.02
"Strawberry","2010",611.00,175.00,786.00,0.00,0.00,47.00,0.00,739.00,0.01,0.02
"Strawberry","2011",605.00,164.00,769.00,0.00,0.00,46.00,0.00,723.00,0.01,0.02
"Strawberry","2012",613.00,147.00,760.00,0.00,0.00,46.00,0.00,714.00,0.01,0.02
"Strawberry","2013",672.00,36.00,708.00,0.00,0.00,42.00,0.00,666.00,0.01,0.02
"Strawberry","2014",781.00,13.00,794.00,1.00,0.00,48.00,0.00,745.00,0.01,0.02
"Strawberry","2015",786.00,96.00,882.00,0.00,0.00,53.00,0.00,829.00,0.01,0.02
"Strawberry","2016",761.68,16.00,777.68,0.00,0.00,47.00,0.00,730.68,0.01,0.02
"Strawberry","2017",818.57,46.97,865.54,0.00,0.00,51.93,0.00,813.61,0.01,0.02
"Strawberry","2018",841.87,0.00,841.87,0.00,0.00,50.51,0.00,791.36,0.01,0.02
"Strawberry","2019",1101.62,19.25,1120.87,0.00,0.00,67.25,0.00,1053.61,0.01,0.03
"Strawberry","2020",1202.44,25.74,1228.18,0.00,0.00,73.69,0.00,1154.49,0.01,0.03
"Strawberry","2021",1780.70,347.09,2127.78,0.00,0.00,127.67,0.00,2000.12,0.02,0.05
"Strawberry","2022",3018.89,..,3019.28,0.00,0.00,181.16,0.00,2838.12,0.03,0.07
"Tiesa","1990",1811.00,0.00,1811.00,0.00,0.00,108.66,0.00,1702.34,0.03,0.08
"Tiesa","1991",1927.00,0.00,1927.00,0.00,0.00,115.62,0.00,1811.38,0.03,0.08
"Tiesa","1992",1836.00,0.00,1836.00,0.00,0.00,110.16,0.00,1725.84,0.03,0.07
"Tiesa","1993",1877.00,0.00,1877.00,0.00,0.00,112.62,0.00,1764.38,0.03,0.07
"Tiesa","1994",1929.00,0.00,1929.00,0.00,0.00,115.74,0.00,1813.26,0.03,0.07
"Tiesa","1995",1918.00,0.00,1918.00,0.00,0.00,115.08,0.00,1802.92,0.03,0.07
"Tiesa","1996",1887.00,0.00,1887.00,0.00,0.00,113.22,0.00,1773.78,0.03,0.07
"Tiesa","1997",1907.00,0.00,1907.00,0.00,0.00,114.42,0.00,1792.58,0.03,0.07
"Tiesa","1998",1816.00,0.00,1816.00,0.00,0.00,108.96,0.00,1707.04,0.02,0.06
"Tiesa","1999",1826.00,0.00,1826.00,0.00,0.00,109.56,0.00,1716.44,0.02,0.06
"Tiesa","2000",1676.00,0.00,1676.00,0.00,0.00,100.56,0.00,1575.44,0.02,0.06
"Tiesa","2001",1709.00,0.00,1709.00,0.00,0.00,102.54,0.00,1606.46,0.02,0.06
"Tiesa","2002",1738.00,0.00,1738.00,0.00,0.00,104.28,0.00,1633.72,0.02,0.06
"Tiesa","2003",1516.00,0.00,1516.00,0.00,0.00,90.96,0.00,1425.04,0.02,0.05
"Tiesa","2004",1560.00,0.00,1560.00,0.00,0.00,93.60,0.00,1466.40,0.02,0.05
"Tiesa","2005",1615.00,0.00,1615.00,0.00,0.00,96.90,0.00,1518.10,0.02,0.05
"Tiesa","2006",1556.00,0.00,1556.00,0.00,0.00,93.36,0.00,1462.64,0.02,0.05
"Tiesa","2007",1491.00,0.00,1491.00,0.00,0.00,89.46,0.00,1401.54,0.02,0.04
"Tiesa","2008",1516.00,0.00,1516.00,0.00,0.00,90.96,0.00,1425.04,0.02,0.04
"Tiesa","2009",1370.00,0.00,1370.00,0.00,0.00,82.20,0.00,1287.80,0.01,0.04
"Tiesa","2010",1321.00,0.00,1321.00,0.00,0.00,79.26,0.00,1241.74,0.01,0.04
"Tiesa","2011",1192.00,0.00,1192.00,0.00,0.00,71.52,0.00,1120.48,0.01,0.03
"Tiesa","2012",1127.00,0.00,1127.00,0.00,0.00,67.62,0.00,1059.38,0.01,0.03
"Tiesa","2013",1091.00,0.00,1091.00,0.00,0.00,65.46,0.00,1025.54,0.01,0.03
"Tiesa","2014",1014.00,0.00,1014.00,0.00,0.00,60.84,0.00,953.16,0.01,0.03
"Tiesa","2015",947.00,0.00,947.00,0.00,0.00,56.82,0.00,890.18,0.01,0.02
"Tiesa","2016",891.91,0.00,891.91,0.00,0.00,53.51,0.00,838.40,0.01,0.02
"Tiesa","2017",874.74,0.00,874.74,0.00,0.00,52.48,0.00,822.25,0.01,0.02
"Tiesa","2018",845.39,0.00,845.39,0.00,0.00,50.72,0.00,794.67,0.01,0.02
"Tiesa","2019",787.98,0.00,787.98,0.00,0.00,47.28,0.00,740.70,0.01,0.02
"Tiesa","2020",721.38,0.00,721.38,0.00,0.00,43.28,0.00,678.10,0.01,0.02
"Tiesa","2021",670.69,0.00,670.69,0.00,0.00,40.24,0.00,630.45,0.01,0.02
"Tiesa","2022",613.90,0.00,613.90,0.00,0.00,36.83,0.00,577.07,0.01,0.01
"Watermelon","1990",87506.00,19.00,87525.00,5481.00,0.00,4922.64,0.00,77121.36,1.25,3.44
"Watermelon","1991",103626.00,2.00,103628.00,6048.00,0.00,5854.80,0.00,91725.20,1.46,4.00
"Watermelon","1992",106283.00,2.00,106285.00,3595.00,0.00,6161.40,0.00,96528.60,1.50,4.12
"Watermelon","1993",101545.00,11.00,101556.00,2869.00,0.00,5921.22,0.00,92765.78,1.42,3.88
"Watermelon","1994",89433.00,65.00,89498.00,1879.00,0.00,5257.14,0.00,82361.86,1.20,3.29
"Watermelon","1995",82435.00,24.00,82459.00,3116.00,0.00,4760.58,0.00,74582.42,1.09,2.99
"Watermelon","1996",71599.00,56.00,71655.00,1685.00,0.00,4198.20,0.00,65771.80,0.94,2.58
"Watermelon","1997",66995.00,51.00,67046.00,482.00,0.00,3993.84,0.00,62570.16,0.87,2.40
"Watermelon","1998",72173.00,5.00,72178.00,948.00,0.00,4273.80,0.00,66956.20,0.92,2.51
"Watermelon","1999",63297.00,0.00,63297.00,528.00,0.00,3766.14,0.00,59002.86,0.79,2.16
"Watermelon","2000",59382.00,3.00,59385.00,1163.00,0.00,3493.32,0.00,54728.68,0.72,1.96
"Watermelon","2001",58284.00,13.00,58297.00,976.00,0.00,3439.26,0.00,53881.74,0.69,1.89
"Watermelon","2002",78935.00,0.00,78935.00,554.00,0.00,4702.86,0.00,73678.14,0.93,2.54
"Watermelon","2003",92498.00,0.00,92498.00,439.00,0.00,5523.54,0.00,86535.46,1.07,2.92
"Watermelon","2004",107057.00,0.00,107057.00,132.00,0.00,6415.50,0.00,100509.50,1.22,3.33
"Watermelon","2005",115075.00,0.00,115075.00,511.00,0.00,6873.84,0.00,107690.16,1.26,3.46
"Watermelon","2006",117254.00,2.00,117256.00,150.00,0.00,7026.36,0.00,110079.64,1.27,3.47
"Watermelon","2007",125863.00,0.00,125863.00,422.00,0.00,7526.46,0.00,117914.54,1.33,3.65
"Watermelon","2008",103248.00,0.00,103248.00,535.00,0.00,6162.78,0.00,96550.22,1.07,2.92
"Watermelon","2009",97106.00,0.00,97106.00,549.00,0.00,5793.42,0.00,90763.58,1.00,2.73
"Watermelon","2010",110238.00,0.00,110238.00,1602.00,0.00,6518.16,0.00,102117.84,1.10,3.00
"Watermelon","2011",101524.00,0.00,101524.00,666.00,0.00,6051.48,0.00,94806.52,1.00,2.74
"Watermelon","2012",105095.00,0.00,105095.00,1293.00,0.00,6228.12,0.00,97573.88,1.01,2.77
"Watermelon","2013",130005.00,0.00,130005.00,85.00,0.00,7795.20,0.00,122124.80,1.24,3.41
"Watermelon","2014",131530.00,0.00,131530.00,169.00,0.00,7881.66,0.00,123479.34,1.24,3.39
"Watermelon","2015",148030.00,0.00,148030.00,275.00,0.00,8865.30,0.00,138889.70,1.37,3.75
"Watermelon","2016",143880.37,0.00,143880.37,74.00,0.00,8628.38,0.00,135177.99,1.31,3.59
"Watermelon","2017",147319.49,0.00,147319.49,10.52,0.00,8838.54,0.00,138470.44,1.33,3.64
"Watermelon","2018",150524.49,0.00,150524.49,11.28,0.00,9030.79,0.00,141482.41,1.34,3.67
"Watermelon","2019",143476.70,0.00,143476.70,4.75,0.00,8608.32,0.00,134863.64,1.26,3.44
"Watermelon","2020",148462.00,0.00,148462.00,0.12,0.00,8907.71,0.00,139554.17,1.28,3.52
"Watermelon","2021",135845.60,0.00,135845.60,0.00,0.00,8150.74,0.00,127694.86,1.16,3.17
"Watermelon","2022",134619.13,0.00,134619.13,0.00,0.00,8077.15,0.00,126541.98,1.13,3.11
