"Vegetables: Supply Utilization Accounts"

"Commodity","Year","SU Production","SU Imports","SU Gross Supply","UT Exports","UT Seeds","UT Feeds and Waste","UT Processing","UT Total Net Food Disposable","UT Per Capita kg/yr","UT Per Capita gm/day"
"Habitchuelas","2010",15806.00,0.00,15806.00,0.00,22.62,1264.48,0.00,14518.90,0.16,0.44
"Habitchuelas","2011",15426.00,0.00,15426.00,0.00,21.79,1234.08,0.00,14170.13,0.15,0.41
"Habitchuelas","2012",15328.00,0.00,15328.00,0.00,21.40,1226.24,0.00,14080.36,0.15,0.41
"Habitchuelas","2013",15423.00,0.00,15423.00,0.00,21.02,1233.84,0.00,14168.14,0.14,0.38
"Habitchuelas","2014",15306.00,0.00,15306.00,0.00,20.38,1224.48,0.00,14061.14,0.14,0.38
"Habitchuelas","2015",14745.00,0.00,14745.00,0.00,19.45,1179.60,0.00,13545.95,0.13,0.36
"Habitchuelas","2016",14389.00,0.00,14388.91,0.00,18.78,1151.11,0.00,13219.02,0.13,0.36
"Habitchuelas","2017",14151.15,0.00,14151.15,0.00,18.90,1132.09,0.00,13000.16,0.12,0.33
"Habitchuelas","2018",13950.38,0.00,13950.38,0.00,18.62,1116.03,0.00,12815.73,0.12,0.33
"Habitchuelas","2019",14028.79,0.00,14028.79,0.00,18.56,1122.30,0.00,12887.93,0.12,0.33
"Habitchuelas","2020",13420.83,0.00,13420.83,0.00,17.85,1073.67,0.00,12329.32,0.11,0.31
"Habitchuelas","2021",14182.60,0.00,14182.60,0.00,18.36,1134.61,0.00,13029.64,0.12,0.32
"Habitchuelas","2022",14330.63,0.00,14330.63,0.00,18.14,1146.45,0.00,13166.04,0.12,0.32
"Mongo","1990",26655.00,17300.00,43955.00,19.00,164.67,219.68,0.00,43551.65,0.71,1.94
"Mongo","1991",25118.00,11335.00,36453.00,279.00,154.10,180.87,0.00,35839.03,0.57,1.56
"Mongo","1992",23228.00,14328.00,37556.00,14.00,147.01,187.71,0.00,37207.28,0.58,1.59
"Mongo","1993",23422.00,6963.00,30385.00,19.00,148.92,151.83,0.00,30065.25,0.46,1.26
"Mongo","1994",24218.00,20248.00,44466.00,24.00,153.03,222.21,0.00,44066.76,0.64,1.76
"Mongo","1995",26651.00,24232.00,50883.00,15.00,156.87,254.34,0.00,50456.79,0.74,2.02
"Mongo","1996",26792.00,28140.00,54932.00,15.00,159.54,274.58,0.00,54482.88,0.78,2.13
"Mongo","1997",27468.00,27140.00,54608.00,9.50,163.73,272.99,0.00,54161.78,0.76,2.07
"Mongo","1998",28457.00,24713.00,53170.00,4.26,169.57,265.83,0.00,52730.34,0.72,1.97
"Mongo","1999",29198.00,40676.00,69874.00,183.30,176.76,348.45,0.00,69165.48,0.93,2.54
"Mongo","2000",27465.00,36627.00,64092.00,8.23,178.47,320.42,0.00,63584.88,0.83,2.28
"Mongo","2001",27757.00,41565.00,69322.00,6.00,167.07,346.58,0.00,68802.35,0.88,2.42
"Mongo","2002",27351.00,37521.00,64872.00,12.00,164.29,324.30,0.00,64371.41,0.81,2.22
"Mongo","2003",25985.00,41350.00,67335.00,12.00,160.28,336.62,0.00,66826.10,0.82,2.26
"Mongo","2004",26472.00,38630.00,65102.00,8.00,163.00,325.00,0.00,64606.00,0.78,2.14
"Mongo","2005",26748.00,30696.00,57444.00,149.00,163.00,286.00,0.00,56846.00,0.67,1.84
"Mongo","2006",25952.00,30736.00,56688.00,21.00,161.00,283.00,0.00,56223.00,0.65,1.78
"Mongo","2007",29067.00,33201.00,62268.00,131.00,176.00,311.00,0.00,61650.00,0.70,1.92
"Mongo","2008",29617.00,37742.00,67359.00,12.00,180.00,337.00,0.00,66830.00,0.74,2.03
"Mongo","2009",27694.00,30566.00,58260.00,15.00,174.00,291.00,0.00,57780.00,0.63,1.73
"Mongo","2010",27055.00,30815.00,57870.00,422.00,180.00,287.00,0.00,56981.00,0.61,1.67
"Mongo","2011",32960.00,24533.00,57493.00,275.00,204.00,286.00,0.00,56728.00,0.60,1.64
"Mongo","2012",32366.00,32177.00,64543.00,77.00,200.00,322.00,0.00,63944.00,0.66,1.81
"Mongo","2013",32422.00,33665.00,66087.00,28.00,196.00,330.00,0.00,65533.00,0.67,1.84
"Mongo","2014",32144.00,28723.00,60867.00,50.00,193.00,304.00,0.00,60320.00,0.60,1.64
"Mongo","2015",33623.00,30748.00,64371.00,b/,187.00,322.00,0.00,63862.00,0.63,1.73
"Mongo","2016",34039.00,31232.34,65271.27,2.86,186.07,326.34,0.00,64756.00,0.63,1.72
"Mongo","2017",35340.66,36474.85,71815.50,21.58,188.70,358.97,0.00,71267.84,0.68,1.87
"Mongo","2018",36663.88,38230.70,74894.58,2.33,187.12,374.46,0.00,74330.68,0.70,1.93
"Mongo","2019",36248.35,36645.73,72894.09,385.12,187.78,362.54,0.00,71958.64,0.67,1.84
"Mongo","2020",37036.08,41002.64,78038.72,96.90,188.34,389.71,0.00,77363.78,0.71,1.95
"Mongo","2021",35482.23,49263.02,84745.25,21.75,187.63,423.62,0.00,84112.25,0.76,2.09
"Mongo","2022",36849.05,51199.78,88048.83,23.82,186.65,440.13,0.00,87398.24,0.78,2.15
"Okra","1990",23913.00,0.00,23913.00,0.00,5.00,1913.00,0.00,21995.00,0.36,0.99
"Okra","1991",23801.00,0.00,23801.00,0.00,5.00,1904.00,0.00,21892.00,0.35,0.96
"Okra","1992",25267.00,0.00,25267.00,0.00,5.00,2021.00,0.00,23241.00,0.36,0.99
"Okra","1993",25465.00,0.00,25465.00,0.00,5.00,2037.00,0.00,23423.00,0.36,0.99
"Okra","1994",28410.00,0.00,28410.00,0.00,6.00,2273.00,0.00,26131.00,0.38,1.04
"Okra","1995",28886.00,0.00,28886.00,0.00,6.00,2311.00,0.00,26569.00,0.39,1.07
"Okra","1996",30355.00,0.00,30355.00,0.00,6.00,2428.00,0.00,27921.00,0.40,1.10
"Okra","1997",31009.00,0.00,31009.00,0.00,6.00,2481.00,0.00,28522.00,0.40,1.10
"Okra","1998",24007.00,0.00,24007.00,0.00,5.00,1921.00,0.00,22081.00,0.30,0.82
"Okra","1999",25174.00,0.00,25174.00,0.00,6.00,2014.00,0.00,23154.00,0.31,0.85
"Okra","2000",25452.00,0.00,25452.00,0.00,6.00,2036.00,0.00,23410.00,0.31,0.85
"Okra","2001",25160.00,0.00,25160.00,0.00,6.00,2013.00,0.00,23141.00,0.30,0.82
"Okra","2002",25254.00,0.00,25254.00,0.00,6.00,2020.00,0.00,23228.00,0.29,0.79
"Okra","2003",22992.00,0.00,22992.00,0.00,6.00,1839.00,0.00,21147.00,0.26,0.71
"Okra","2004",24913.00,0.00,24913.00,0.00,7.00,1993.00,0.00,22913.00,0.28,0.77
"Okra","2005",25958.00,0.00,25958.00,0.00,7.00,2077.00,0.00,23874.00,0.28,0.77
"Okra","2006",26709.00,0.00,26709.00,0.00,7.00,2137.00,0.00,24565.00,0.28,0.77
"Okra","2007",27886.00,0.00,27886.00,0.00,7.00,2231.00,0.00,25648.00,0.29,0.79
"Okra","2008",29485.00,0.00,29485.00,3299.00,7.00,2095.00,0.00,24084.00,0.27,0.74
"Okra","2009",29710.00,0.00,29710.00,3956.00,7.00,2060.00,0.00,23687.00,0.26,0.71
"Okra","2010",29716.00,0.00,29716.00,4586.00,7.00,2010.00,0.00,23113.00,0.25,0.68
"Okra","2011",29129.00,0.00,29129.00,4604.00,7.00,1962.00,0.00,22556.00,0.24,0.66
"Okra","2012",29774.00,0.00,29774.00,6336.00,7.00,1875.00,0.00,21556.00,0.22,0.60
"Okra","2013",30122.00,0.00,30122.00,5457.00,8.00,1973.00,0.00,22684.00,0.23,0.63
"Okra","2014",30274.00,0.00,30274.00,5575.00,8.00,1976.00,0.00,22715.00,0.23,0.63
"Okra","2015",30638.00,0.00,30638.00,4657.00,8.00,2078.00,0.00,23895.00,0.24,0.66
"Okra","2016",30529.00,0.00,30528.89,5060.83,7.75,2037.45,0.00,23422.88,0.23,0.62
"Okra","2017",31378.58,0.00,31378.58,4943.76,8.08,2114.79,0.00,24311.96,0.23,0.64
"Okra","2018",31277.23,0.00,31277.23,5753.87,8.28,2041.87,0.00,23473.22,0.22,0.61
"Okra","2019",31707.97,0.00,31707.97,6758.28,8.42,1995.97,0.00,22945.29,0.21,0.59
"Okra","2020",32632.12,0.00,32632.12,5054.01,8.57,2206.25,0.00,25363.29,0.23,0.64
"Okra","2021",32421.52,0.00,32421.52,3730.09,8.63,2295.31,0.00,26387.48,0.24,0.66
"Okra","2022",32747.04,0.00,32747.04,2668.98,8.70,2406.25,0.00,27663.12,0.25,0.68
"Onion","1990",61470.00,184.31,61654.31,7868.00,1936.31,4302.90,0.00,47547.10,0.77,2.12
"Onion","1991",60345.00,b/,60345.00,6982.00,1900.87,4269.04,0.00,47193.09,0.75,2.06
"Onion","1992",56708.00,b/,56708.00,6325.00,1786.30,4030.64,0.00,44566.06,0.69,1.90
"Onion","1993",61464.00,209.00,61673.00,7372.00,2585.31,4344.08,0.00,47371.61,0.72,1.98
"Onion","1994",73635.00,b/,73635.00,5335.00,3288.32,5464.00,0.00,59547.68,0.87,2.38
"Onion","1995",88427.00,0.83,88427.83,10563.00,2948.75,6229.19,0.00,68686.89,1.00,2.75
"Onion","1996",83322.00,1374.00,84696.00,7297.00,2977.03,6191.92,0.00,68230.05,0.98,2.67
"Onion","1997",85383.00,807.96,86190.96,4858.00,3047.24,6506.64,0.00,71779.08,1.00,2.75
"Onion","1998",86978.00,11408.42,98386.42,5253.06,2219.98,7450.67,0.00,83462.71,1.14,3.13
"Onion","1999",84967.00,16177.79,101144.79,2046.14,2186.59,7927.89,0.00,88984.17,1.19,3.26
"Onion","2000",84216.00,10031.50,94247.50,3724.25,2209.34,7241.86,0.00,81072.05,1.06,2.90
"Onion","2001",82606.00,17925.00,100531.00,5613.00,2217.95,7593.44,0.00,85106.61,1.09,2.99
"Onion","2002",96358.00,6752.00,103110.00,16297.00,2278.64,6945.04,0.00,77589.32,0.98,2.67
"Onion","2003",93842.00,11584.00,105426.00,32918.00,2265.13,5800.64,0.00,64442.23,0.79,2.18
"Onion","2004",86741.00,7092.00,93833.00,28191.00,2372.79,5251.36,0.00,58017.85,0.70,1.92
"Onion","2005",82019.00,29710.00,111729.00,20662.00,2485.56,7285.36,0.00,81296.08,0.95,2.61
"Onion","2006",75978.00,61325.00,137303.00,13382.00,2600.15,9913.68,0.00,111407.17,1.28,3.51
"Onion","2007",146108.00,3019.00,149127.00,11758.00,2736.79,10989.52,0.00,123642.69,1.40,3.82
"Onion","2008",128923.00,66259.00,195182.00,6844.00,2617.72,15067.04,0.00,170653.24,1.89,5.17
"Onion","2009",127055.00,9931.00,136986.00,6583.00,2605.33,10432.24,0.00,117365.43,1.29,3.53
"Onion","2010",135377.00,10769.00,146146.00,7859.00,2723.21,11062.96,0.00,124500.83,1.34,3.66
"Onion","2011",128387.00,4832.00,133219.00,14010.00,2811.34,9536.72,0.00,106860.94,1.13,3.09
"Onion","2012",124890.00,18443.00,143333.00,5514.00,2806.30,11025.52,0.00,123987.18,1.28,3.52
"Onion","2013",134239.00,8508.00,142747.00,3443.00,2756.04,11144.32,0.00,125403.64,1.28,3.50
"Onion","2014",203651.00,9047.00,212698.00,786.00,2763.04,16952.96,0.00,192196.00,1.92,5.27
"Onion","2015",181208.00,34220.00,215428.00,922.00,2674.14,17160.48,0.00,194671.38,1.92,5.25
"Onion","2016",122594.00,135295.59,257889.59,601.29,2465.98,20583.06,0.00,234239.25,2.27,6.22
"Onion","2017",184426.97,34084.02,218510.99,548.30,2634.00,17437.02,0.00,197891.68,1.90,5.20
"Onion","2018",172665.98,108080.72,280746.69,120.97,2584.91,22450.06,0.00,255590.76,2.42,6.62
"Onion","2019",222082.28,23589.84,245672.12,379.24,2586.55,19623.43,0.00,223082.90,2.08,5.70
"Onion","2020",229539.24,87525.46,317064.70,163.03,2699.50,25352.13,0.00,288850.03,2.66,7.28
"Onion","2021",218047.33,101681.03,319728.36,81.40,2687.75,25571.76,0.00,291387.46,2.64,7.24
"Onion","2022",241033.06,26110.02,267143.08,282.47,2614.83,21348.85,0.00,242896.93,2.18,5.96
"Patola","1990",15937.00,0.00,15937.00,0.00,3.69,1274.96,0.00,14658.35,0.24,0.65
"Patola","1991",12834.00,0.00,12834.00,0.00,3.26,1026.72,0.00,11804.02,0.19,0.51
"Patola","1992",14198.00,0.00,14198.00,0.00,3.34,1135.84,0.00,13058.82,0.20,0.56
"Patola","1993",11685.00,0.00,11685.00,0.00,2.85,934.80,0.00,10747.35,0.16,0.45
"Patola","1994",12416.00,0.00,12416.00,0.00,3.04,993.28,0.00,11419.68,0.17,0.46
"Patola","1995",12014.00,0.00,12014.00,0.00,3.06,961.12,0.00,11049.82,0.16,0.44
"Patola","1996",12260.00,0.00,12260.00,0.00,3.04,980.80,0.00,11276.16,0.16,0.44
"Patola","1997",13090.00,0.00,13090.00,0.00,3.26,1047.20,0.00,12039.54,0.17,0.46
"Patola","1998",12162.00,0.00,12162.00,0.00,3.09,972.96,0.00,11185.95,0.15,0.42
"Patola","1999",12209.00,0.00,12209.00,0.00,3.13,976.72,0.00,11229.15,0.15,0.41
"Patola","2000",12544.00,0.00,12544.00,0.00,3.16,1003.52,0.00,11537.32,0.15,0.41
"Patola","2001",12153.00,0.00,12153.00,0.00,3.13,972.24,0.00,11177.63,0.14,0.39
"Patola","2002",12447.00,0.00,12447.00,0.00,3.23,995.76,0.00,11448.01,0.14,0.39
"Patola","2003",12266.00,0.00,12266.00,0.00,3.22,981.28,0.00,11281.50,0.14,0.38
"Patola","2004",12878.00,0.00,12878.00,0.00,3.26,1030.24,0.00,11844.50,0.14,0.39
"Patola","2005",12749.00,0.00,12749.00,0.00,3.28,1019.92,0.00,11725.80,0.14,0.38
"Patola","2006",12747.00,0.00,12747.00,0.00,3.22,1019.76,0.00,11724.02,0.13,0.37
"Patola","2007",13047.00,0.00,13047.00,0.00,3.26,1043.76,0.00,11999.98,0.14,0.37
"Patola","2008",13398.00,0.00,13398.00,0.00,3.24,1071.84,0.00,12322.92,0.14,0.37
"Patola","2009",13273.00,0.00,13273.00,0.00,3.27,1061.84,0.00,12207.89,0.13,0.37
"Patola","2010",13264.00,0.00,13264.00,0.00,3.20,1061.12,0.00,12199.68,0.13,0.36
"Patola","2011",13416.00,0.00,13416.00,0.00,3.20,1073.28,0.00,12339.52,0.13,0.36
"Patola","2012",13543.00,0.00,13543.00,0.00,3.22,1083.44,0.00,12456.34,0.13,0.35
"Patola","2013",13655.00,0.00,13655.00,0.00,3.19,1092.40,0.00,12559.41,0.13,0.35
"Patola","2014",13649.00,0.00,13649.00,0.00,3.17,1091.92,0.00,12553.91,0.13,0.34
"Patola","2015",13173.00,0.00,13173.00,0.00,3.16,1053.84,0.00,12116.00,0.12,0.33
"Patola","2016",12801.00,0.00,12801.29,0.00,3.10,1024.10,0.00,11774.09,0.11,0.31
"Patola","2017",13090.90,0.00,13090.90,0.00,3.17,1047.27,0.00,12040.46,0.12,0.32
"Patola","2018",12813.78,0.00,12813.78,0.00,3.14,1025.10,0.00,11785.54,0.11,0.31
"Patola","2019",12868.88,0.00,12868.88,0.00,3.14,1029.51,0.00,11836.23,0.11,0.30
"Patola","2020",12978.85,0.00,12978.85,0.00,3.13,1038.31,0.00,11937.41,0.11,0.30
"Patola","2021",13178.52,0.00,13178.52,0.00,3.10,1054.28,0.00,12121.14,0.11,0.30
"Patola","2022",13192.35,0.00,13192.35,0.00,3.09,1055.39,0.00,12133.88,0.11,0.30
"Peanut","1990",34875.00,34568.00,69443.00,187.00,177.96,346.28,4847.92,63883.84,1.04,2.85
"Peanut","1991",31377.00,26519.00,57896.00,0.00,155.70,289.48,4052.72,53398.10,0.85,2.33
"Peanut","1992",34010.00,28015.00,62025.00,0.00,177.92,310.13,4341.75,57195.20,0.89,2.44
"Peanut","1993",34030.00,32550.00,66580.00,0.00,179.64,332.90,4660.60,61406.86,0.94,2.57
"Peanut","1994",36574.00,41254.00,77828.00,0.00,188.36,389.14,5447.96,71802.54,1.05,2.87
"Peanut","1995",36200.00,40829.00,77029.00,0.00,190.57,385.15,5392.03,71061.26,1.04,2.85
"Peanut","1996",33497.00,58967.00,92464.00,0.00,114.74,462.32,6472.48,85414.46,1.22,3.35
"Peanut","1997",25836.00,51971.00,77807.00,0.00,105.82,389.04,5446.49,71865.66,1.00,2.75
"Peanut","1998",24718.00,43330.00,68048.00,0.00,101.08,340.24,4763.36,62843.32,0.86,2.35
"Peanut","1999",25948.00,44210.00,70158.00,0.00,108.46,350.79,4911.06,64787.69,0.87,2.37
"Peanut","2000",26827.00,49082.00,75909.00,0.00,107.46,379.55,5313.63,70108.36,0.92,2.51
"Peanut","2001",26151.00,48493.00,74644.00,0.00,106.67,373.22,5225.08,68939.03,0.88,2.42
"Peanut","2002",26246.00,46892.00,73138.00,0.00,108.30,365.69,5119.66,67544.35,0.85,2.33
"Peanut","2003",26125.00,36019.00,62144.00,0.00,106.84,310.72,4350.08,57376.36,0.71,1.94
"Peanut","2004",27087.00,36957.00,64044.00,681.00,107.58,316.82,4435.41,58503.19,0.71,1.94
"Peanut","2005",28437.00,37468.00,65905.00,1670.00,109.89,321.18,4496.45,59307.00,0.70,1.91
"Peanut","2006",29151.00,50906.00,80057.00,96.00,110.57,399.81,5597.27,73853.00,0.85,2.33
"Peanut","2007",31205.00,19230.00,50435.00,224.00,113.26,251.06,3514.77,46332.00,0.52,1.43
"Peanut","2008",30247.00,16214.00,46461.20,267.00,110.90,230.97,3233.59,42619.00,0.47,1.29
"Peanut","2009",30978.00,71703.00,102681.00,1.00,112.94,513.40,7187.60,94866.00,1.04,2.86
"Peanut","2010",29624.00,68798.00,98422.00,b/,108.49,492.11,6889.54,90932.00,0.98,2.67
"Peanut","2011",29734.00,60713.00,90447.00,183.00,107.61,451.32,6318.48,83387.00,0.88,2.41
"Peanut","2012",29136.00,52721.00,81857.00,2.00,104.44,409.28,5729.85,75611.00,0.78,2.15
"Peanut","2013",29091.00,34942.00,64033.00,0.00,102.41,320.17,4482.31,59128.00,0.60,1.65
"Peanut","2014",29196.00,66500.00,95696.00,33.00,100.19,478.32,6696.41,88388.00,0.88,2.42
"Peanut","2015",29195.00,73559.00,102754.00,75.00,98.32,513.40,7187.53,94880.00,0.93,2.56
"Peanut","2016",27921.00,73536.23,101457.15,0.00,94.09,507.29,7102.00,93754.00,0.91,2.49
"Peanut","2017",29373.71,87832.33,117206.05,168.01,95.10,585.19,8192.66,108165.09,1.04,2.84
"Peanut","2018",29428.47,89915.89,119344.37,0.65,95.59,596.72,8354.06,110297.35,1.04,2.86
"Peanut","2019",29300.78,87873.52,117174.31,b/,95.66,585.87,8202.18,108290.29,1.01,2.77
"Peanut","2020",29387.45,68408.50,97795.95,3.54,95.83,488.96,6845.47,90362.15,0.83,2.28
"Peanut","2021",30566.26,76680.49,107246.75,1.27,95.18,536.23,7507.18,99106.89,0.90,2.46
"Peanut","2022",31518.88,97224.80,128743.68,b/,94.74,643.72,9012.04,118992.93,1.07,2.92
"Pechay","1990",29304.00,0.00,29304.00,0.00,0.00,2344.32,0.00,26960.00,0.44,1.20
"Pechay","1991",28068.00,0.00,28068.00,0.00,0.00,2245.44,0.00,25823.00,0.41,1.13
"Pechay","1992",29318.00,0.00,29318.00,0.00,0.00,2345.44,0.00,26972.56,0.42,1.15
"Pechay","1993",28832.00,0.00,28832.00,0.00,0.00,2306.56,0.00,26525.44,0.41,1.11
"Pechay","1994",29528.00,0.00,29528.00,0.00,0.00,2362.24,0.00,27165.76,0.40,1.08
"Pechay","1995",28012.00,0.00,28012.00,0.00,0.00,2240.96,0.00,25771.04,0.38,1.03
"Pechay","1996",35678.00,0.00,35678.00,0.00,0.00,2854.24,0.00,32823.76,0.47,1.29
"Pechay","1997",38360.00,0.00,38360.00,0.00,0.00,3068.80,0.00,35291.20,0.49,1.35
"Pechay","1998",34993.00,0.00,34993.00,0.00,0.00,2799.44,0.00,32193.56,0.44,1.21
"Pechay","1999",36417.00,0.00,36417.00,0.00,0.00,2913.36,0.00,33503.64,0.45,1.23
"Pechay","2000",37365.00,0.00,37365.00,0.00,0.00,2989.20,0.00,34375.80,0.45,1.23
"Pechay","2001",37400.00,0.00,37400.00,0.00,0.00,2992.00,0.00,34408.00,0.44,1.21
"Pechay","2002",39684.00,0.00,39684.00,0.00,0.00,3174.72,0.00,36509.28,0.46,1.26
"Pechay","2003",41288.00,0.00,41288.00,0.00,0.00,3303.04,0.00,37984.96,0.47,1.28
"Pechay","2004",41339.00,0.00,41339.00,0.00,0.00,3307.12,0.00,38031.88,0.46,1.26
"Pechay","2005",43578.00,0.00,43578.00,0.00,0.00,3486.24,0.00,40091.76,0.47,1.29
"Pechay","2006",43077.00,0.00,43077.00,0.00,0.00,3446.16,0.00,39630.84,0.46,1.25
"Pechay","2007",45039.00,0.00,45039.00,0.00,0.00,3603.12,0.00,41435.88,0.47,1.28
"Pechay","2008",45396.00,0.00,45396.00,0.00,0.00,3631.68,0.00,41764.32,0.46,1.26
"Pechay","2009",44922.00,0.00,44922.00,0.00,0.00,3593.76,0.00,41328.24,0.45,1.24
"Pechay","2010",44861.00,0.00,44861.00,0.00,0.00,3588.88,0.00,41272.12,0.44,1.21
"Pechay","2011",44525.00,0.00,44525.00,0.00,0.00,3562.00,0.00,40963.00,0.43,1.18
"Pechay","2012",45126.00,0.00,45126.00,0.00,0.00,3610.08,0.00,41515.92,0.43,1.18
"Pechay","2013",45983.00,0.00,45983.00,0.00,0.00,3678.64,0.00,42304.36,0.43,1.18
"Pechay","2014",45645.00,0.00,45645.00,0.00,0.00,3651.60,0.00,41993.40,0.42,1.15
"Pechay","2015",46582.00,0.00,46582.00,0.00,0.00,3726.56,0.00,42855.44,0.42,1.16
"Pechay","2016",46658.00,0.00,46657.56,0.00,0.00,3732.60,0.00,42924.96,0.42,1.14
"Pechay","2017",48625.07,0.00,48625.07,0.00,0.00,3890.01,0.00,44735.06,0.43,1.18
"Pechay","2018",47989.88,0.00,47989.88,0.00,0.00,3839.19,0.00,44150.69,0.42,1.14
"Pechay","2019",47302.46,0.00,47302.46,0.00,0.00,3784.20,0.00,43518.26,0.41,1.11
"Pechay","2020",47501.06,0.00,47501.06,0.00,0.00,3800.08,0.00,43700.97,0.40,1.10
"Pechay","2021",48119.52,0.00,48119.52,0.00,0.00,3849.56,0.00,44269.96,0.40,1.10
"Pechay","2022",46841.66,0.00,46841.66,0.00,0.00,3747.33,0.00,43094.33,0.39,1.06
"Radish","1990",9042.00,6.00,9048.00,0.00,0.00,723.84,0.00,8324.16,0.14,0.37
"Radish","1991",9964.00,2.00,9966.00,0.00,0.00,797.28,0.00,9168.72,0.15,0.40
"Radish","1992",9793.00,17.00,9810.00,0.00,0.00,784.80,0.00,9025.20,0.14,0.38
"Radish","1993",9409.00,7.00,9416.00,0.00,0.00,753.28,0.00,8662.72,0.13,0.36
"Radish","1994",9823.00,14.00,9837.00,0.00,0.00,786.96,0.00,9050.04,0.13,0.36
"Radish","1995",10870.00,15.00,10885.00,0.00,0.00,870.80,0.00,10014.20,0.15,0.40
"Radish","1996",11090.00,15.00,11105.00,0.00,0.00,888.40,0.00,10216.60,0.15,0.40
"Radish","1997",10983.00,15.00,10998.00,0.00,0.00,879.84,0.00,10118.16,0.14,0.39
"Radish","1998",10266.00,15.00,10281.00,0.00,0.00,822.48,0.00,9458.52,0.13,0.35
"Radish","1999",10364.00,15.00,10379.00,0.00,0.00,830.32,0.00,9548.68,0.13,0.35
"Radish","2000",9815.00,3.00,9818.00,0.00,0.00,785.44,0.00,9032.56,0.12,0.32
"Radish","2001",9548.00,4.00,9552.00,0.00,0.00,764.16,0.00,8787.84,0.11,0.31
"Radish","2002",9724.00,0.00,9724.00,0.00,0.00,777.92,0.00,8946.08,0.11,0.31
"Radish","2003",9707.00,0.00,9707.00,0.00,0.00,776.56,0.00,8930.44,0.11,0.30
"Radish","2004",10041.00,0.00,10041.00,0.00,0.00,803.28,0.00,9237.72,0.11,0.31
"Radish","2005",10053.00,0.00,10053.00,0.00,0.00,804.24,0.00,9248.76,0.11,0.30
"Radish","2006",9683.00,0.00,9683.00,0.00,0.00,774.64,0.00,8908.36,0.10,0.28
"Radish","2007",10047.00,5.00,10052.00,0.00,0.00,804.16,0.00,9247.84,0.10,0.29
"Radish","2008",9978.00,3.00,9981.00,0.00,0.00,798.48,0.00,9182.52,0.10,0.28
"Radish","2009",9696.00,2.00,9698.00,0.00,0.00,775.84,0.00,8922.16,0.10,0.27
"Radish","2010",9876.00,3.00,9879.00,0.00,0.00,790.32,0.00,9088.68,0.10,0.27
"Radish","2011",9661.00,0.00,9661.00,0.00,0.00,772.88,0.00,8888.12,0.09,0.26
"Radish","2012",9636.00,0.00,9636.00,1.00,0.00,770.80,0.00,8864.20,0.09,0.25
"Radish","2013",9827.00,0.00,9827.00,0.00,0.00,786.16,0.00,9040.84,0.09,0.25
"Radish","2014",9880.00,1.00,9881.00,0.00,0.00,790.48,0.00,9090.52,0.09,0.25
"Radish","2015",9959.00,0.00,9959.00,0.00,0.00,796.72,0.00,9162.28,0.09,0.25
"Radish","2016",9516.00,0.00,9515.54,0.00,0.00,761.24,0.00,8754.30,0.08,0.23
"Radish","2017",9301.03,0.00,9301.03,0.00,0.00,744.08,0.00,8556.95,0.08,0.23
"Radish","2018",9118.67,0.00,9118.67,0.00,0.00,729.49,0.00,8389.18,0.08,0.22
"Radish","2019",9092.06,2.76,9094.81,b/,0.00,727.58,0.00,8367.16,0.08,0.21
"Radish","2020",8944.03,0.88,8944.91,0.00,0.00,715.59,0.00,8229.32,0.08,0.21
"Radish","2021",8931.96,0.00,8931.96,b/,0.00,714.56,0.00,8217.38,0.07,0.20
"Radish","2022",8683.77,0.00,8683.77,0.87,0.00,694.63,0.00,7988.27,0.07,0.20
"Soybean","1990",3499.00,24036.00,27535.00,41.00,13.39,137.47,20070.62,7272.52,0.12,0.32
"Soybean","1991",2284.00,63247.00,65531.00,0.00,9.52,327.65,47837.63,17356.19,0.28,0.76
"Soybean","1992",1809.00,51893.00,53702.00,0.00,7.43,268.51,39202.46,14223.60,0.22,0.61
"Soybean","1993",2133.00,61567.00,63700.00,0.00,7.97,318.50,46501.00,16872.53,0.26,0.71
"Soybean","1994",2361.00,135523.00,137884.00,0.00,8.50,689.42,100655.32,36530.76,0.53,1.46
"Soybean","1995",2983.00,86877.00,89860.00,0.00,10.31,449.30,65597.80,23802.59,0.35,0.95
"Soybean","1996",1818.00,137785.00,139603.00,0.00,6.96,698.02,101910.19,36987.83,0.53,1.45
"Soybean","1997",1615.00,111052.00,112667.00,0.00,5.60,563.34,82246.91,29851.15,0.42,1.14
"Soybean","1998",1048.00,148241.00,149289.00,0.00,3.91,746.45,108980.97,39557.67,0.54,1.48
"Soybean","1999",1041.00,262594.00,263635.00,0.00,3.85,1318.18,192453.55,69859.42,0.93,2.56
"Soybean","2000",953.00,249185.00,250138.00,0.00,3.48,1250.69,182600.74,66283.09,0.87,2.37
"Soybean","2001",897.00,315165.00,316062.00,0.00,3.32,1580.31,230725.26,83753.11,1.07,2.94
"Soybean","2002",991.00,257101.00,258092.00,0.00,3.46,1290.46,188407.16,68390.92,0.86,2.36
"Soybean","2003",974.00,289127.00,290101.00,b/,3.39,1450.51,211773.73,76873.37,0.95,2.60
"Soybean","2004",978.00,284139.00,285117.00,b/,3.00,1426.00,208135.00,75553.00,0.91,2.49
"Soybean","2005",988.00,147503.00,148491.00,b/,3.00,742.00,108398.00,39348.00,0.46,1.26
"Soybean","2006",1050.00,108033.00,109083.00,44.00,4.00,545.00,79598.00,28892.00,0.33,0.90
