"Palay and Corn: Area Harvested in Hectares by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2024"

"Commodity","Geolocation","2010 Q1","2010 Q2","2010 Q3","2010 Q4","2010 Annual","2011 Q1","2011 Q2","2011 Q3","2011 Q4","2011 Annual","2012 Q1","2012 Q2","2012 Q3","2012 Q4","2012 Annual","2013 Q1","2013 Q2","2013 Q3","2013 Q4","2013 Annual","2014 Q1","2014 Q2","2014 Q3","2014 Q4","2014 Annual","2015 Q1","2015 Q2","2015 Q3","2015 Q4","2015 Annual","2016 Q1","2016 Q2","2016 Q3","2016 Q4","2016 Annual","2017 Q1","2017 Q2","2017 Q3","2017 Q4","2017 Annual","2018 Q1","2018 Q2","2018 Q3","2018 Q4","2018 Annual","2019 Q1","2019 Q2","2019 Q3","2019 Q4","2019 Annual","2020 Q1","2020 Q2","2020 Q3","2020 Q4","2020 Annual","2021 Q1","2021 Q2","2021 Q3","2021 Q4","2021 Annual","2022 Q1","2022 Q2","2022 Q3","2022 Q4","2022 Annual","2023 Q1","2023 Q2","2023 Q3","2023 Q4","2023 Annual"
"Palay","....Zamboanga Sibugay",10209.00,2329.00,15184.00,13959.00,41681.00,12984.00,4980.00,19885.00,9261.00,47110.00,16086.00,3641.00,17120.00,7666.00,44513.00,17347.00,2582.00,17484.00,6901.00,44314.00,17812.00,2846.00,11130.00,12564.00,44352.00,17975.00,1548.00,6612.00,17905.00,44040.00,14261.00,2325.00,10194.00,16308.00,43088.00,14354.00,2235.00,14033.00,13429.00,44051.00,14288.00,3563.00,11591.00,15876.13,45318.13,13433.00,2912.00,10767.00,17418.00,44530.00,9615.00,5221.00,11869.00,16922.00,43627.00,10554.00,4560.00,11639.00,17035.00,43788.00,9800.00,4396.50,12481.50,19154.00,45832.00,12049.55,4181.90,12450.00,16721.08,45402.53
"Palay","....Zamboanga City",1962.00,260.00,2479.00,1576.00,6277.00,1948.00,852.00,2574.00,1781.00,7155.00,2085.00,1058.00,2742.00,1724.00,7609.00,1989.00,1100.00,2804.00,1438.00,7331.00,1935.00,738.00,2729.00,1809.00,7211.00,1740.00,655.00,3238.00,1912.00,7545.00,1700.00,520.00,3072.00,2223.00,7515.00,1751.00,896.00,3006.00,1771.00,7424.00,1932.00,1011.00,3059.00,1916.00,7918.00,1738.75,1147.75,1008.90,2743.74,6639.14,1903.00,847.50,1297.00,2501.49,6548.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Palay","..REGION X (NORTHERN MINDANAO)",29755.00,30559.00,31348.00,51662.00,143324.00,36317.00,32692.00,35049.00,48352.00,152410.00,36028.00,33974.00,35186.00,49524.00,154712.00,36913.00,34337.00,40080.00,47008.00,158338.00,41422.00,31636.00,41402.00,46954.00,161414.00,41822.00,30183.00,39904.00,51846.00,163755.00,39771.00,25350.00,44318.00,50770.00,160209.00,42411.00,31359.00,41073.00,49334.00,164177.00,43025.00,29960.00,41368.00,50416.00,164769.00,42125.00,30673.00,41316.50,49573.00,163687.50,40231.00,33050.00,49176.00,44658.00,167115.00,42640.00,30756.00,49921.00,42553.00,165870.00,43444.07,31694.62,52813.00,45451.91,173403.60,44058.00,31541.00,51831.00,46539.00,173969.00
"Palay","....Bukidnon",20615.00,13322.00,20908.00,25716.00,80561.00,24843.00,15200.00,23813.00,23579.00,87435.00,25756.00,14890.00,23493.00,24836.00,88975.00,26659.00,15316.00,23620.00,26979.00,92574.00,28209.00,16100.00,24350.00,25516.00,94175.00,28510.00,14888.00,24486.00,28777.00,96661.00,27595.00,10000.00,28380.00,28053.00,94028.00,28464.00,16000.00,25400.00,28238.00,98102.00,28568.00,15770.00,25880.00,28281.00,98499.00,28687.00,15560.00,26105.50,28172.00,98524.50,28478.00,15350.00,28527.00,28450.00,100805.00,30429.00,15128.00,28697.00,26592.00,100846.00,31156.32,16259.00,29940.00,28607.00,105962.32,31204.00,15888.00,29450.00,28296.00,104838.00
"Palay","....Camiguin",68.00,243.00,65.00,230.00,606.00,84.00,245.00,66.00,242.00,637.00,77.00,254.00,77.00,239.00,647.00,75.00,260.00,76.00,247.00,658.00,75.00,260.00,61.00,255.00,651.00,77.00,260.00,68.00,248.00,653.00,52.00,238.00,44.00,208.00,542.00,175.00,188.00,117.00,112.00,592.00,73.00,257.00,88.00,161.00,579.00,70.00,234.00,47.00,152.00,503.00,55.00,231.00,40.00,237.00,563.00,74.00,216.00,55.00,233.00,578.00,56.75,257.00,72.00,211.00,596.75,55.00,269.00,88.00,229.00,641.00
"Palay","....Lanao del Norte",3460.00,12140.00,4900.00,17130.00,37630.00,5879.00,11200.00,6850.00,15688.00,39617.00,5398.00,11900.00,6456.00,16420.00,40174.00,4809.00,12271.00,10230.00,12750.00,40060.00,7931.00,9237.00,8750.00,14296.00,40214.00,8153.00,8714.00,7275.00,15900.00,40042.00,6590.00,9467.00,8138.00,16199.00,40394.00,7620.00,9317.00,8117.00,14993.00,40047.00,8050.00,8080.00,8170.00,15897.00,40197.00,8150.00,8147.00,8439.00,14676.00,39412.00,7020.00,10213.00,13670.00,9657.00,40560.00,6951.00,8853.00,14300.00,9569.00,39673.00,7248.00,8537.00,15969.00,10457.00,42211.00,7836.00,8770.00,15520.00,11855.00,43981.00
"Palay","....Misamis Occidental",4399.00,3413.00,4180.00,6121.00,18113.00,4251.00,4477.00,3240.00,6340.00,18308.00,3669.00,5190.00,3840.00,5909.00,18608.00,4314.00,4725.00,4897.00,4910.00,18846.00,4064.00,4384.00,6946.00,4610.00,20004.00,4001.00,4601.00,7000.00,4596.00,20198.00,4471.00,4445.00,6515.00,4478.00,19909.00,4708.00,4550.00,5680.00,4570.00,19508.00,4863.00,4580.00,5520.00,4555.00,19518.00,3720.00,5395.00,5365.00,4910.00,19390.00,3255.00,5830.00,5403.00,4741.00,19229.00,3929.00,5243.00,5403.00,4680.00,19255.00,3643.00,5298.00,5398.00,4632.91,18971.91,3610.00,5263.00,5363.00,4618.00,18854.00
"Palay","....Misamis Oriental",1213.00,1441.00,1295.00,2465.00,6414.00,1260.00,1570.00,1080.00,2503.00,6413.00,1128.00,1740.00,1320.00,2120.00,6308.00,1056.00,1765.00,1257.00,2122.00,6200.00,1143.00,1655.00,1295.00,2277.00,6370.00,1081.00,1720.00,1075.00,2325.00,6201.00,1063.00,1200.00,1241.00,1832.00,5336.00,1444.00,1304.00,1759.00,1421.00,5928.00,1471.00,1273.00,1710.00,1522.00,5976.00,1498.00,1337.00,1360.00,1663.00,5858.00,1423.00,1426.00,1536.00,1573.00,5958.00,1257.00,1316.00,1466.00,1479.00,5518.00,1340.00,1343.62,1434.00,1544.00,5661.62,1353.00,1351.00,1410.00,1541.00,5655.00
"Palay","..REGION XI (DAVAO REGION)",27626.00,20565.00,25440.00,22270.00,95901.00,30755.00,20113.00,28473.00,21342.00,100683.00,32030.00,20207.00,36644.00,15112.00,103993.00,29900.00,21986.00,36245.00,15163.00,103294.00,31433.00,21136.00,31607.00,19646.00,103822.00,28450.00,20889.00,26161.00,23720.00,99220.00,30328.00,17153.00,25594.00,24714.00,97789.00,29273.00,19276.00,28914.00,23668.00,101131.00,30712.00,20389.00,32009.00,23440.00,106550.00,29703.00,21041.00,26447.00,25948.00,103139.00,27465.70,21539.00,27246.00,26668.00,102918.70,29120.48,22551.00,29162.10,27180.00,108013.58,30941.00,22181.00,30617.69,26833.00,110572.69,31969.51,21718.66,30388.17,26758.00,110834.34
"Palay","....Davao de Oro (Compostela Valley)",5471.00,6261.00,6317.00,6241.00,24290.00,6469.00,5777.00,5845.00,6673.00,24764.00,6982.00,5810.00,8195.00,4240.00,25227.00,6191.00,6305.00,8759.00,3892.00,25147.00,6410.00,6349.00,8019.00,5620.00,26398.00,5432.00,6631.00,5387.00,7428.00,24878.00,4486.00,6928.00,7566.00,6090.00,25070.00,4688.00,6094.00,8558.00,5993.00,25333.00,6378.00,6652.00,8516.00,6169.00,27715.00,5718.00,7143.00,7613.00,7504.00,27978.00,7179.00,6032.00,7573.00,8657.00,29441.00,7021.00,7079.00,8453.00,8821.00,31374.00,7687.00,6394.00,8688.00,8759.00,31528.00,7839.00,6240.00,8667.00,8895.00,31641.00
"Palay","....Davao del Norte",7901.00,6752.00,9616.00,4557.00,28826.00,10365.00,6037.00,8754.00,6402.00,31558.00,8767.00,7625.00,12547.00,4211.00,33150.00,7593.00,8824.00,11823.00,4541.00,32781.00,9253.00,7109.00,10746.00,4246.00,31354.00,7503.00,6161.00,7857.00,7005.00,28526.00,8390.00,4346.00,8165.00,5994.00,26895.00,7843.00,6079.00,8852.00,5601.00,28375.00,7440.00,7036.00,9213.00,5599.00,29288.00,7414.00,7020.00,8948.00,5859.00,29241.00,7478.00,6798.00,8951.00,5844.00,29071.00,7031.50,7651.00,9253.10,7037.00,30972.60,8263.00,7831.00,9393.00,7264.00,32751.00,8288.36,7908.09,9295.73,7139.00,32631.18
"Palay","....Davao del Sur",9863.00,2103.00,5907.00,7101.00,24974.00,9378.00,3305.00,9871.00,3342.00,25896.00,11824.00,1028.00,11760.00,1603.00,26215.00,11957.00,896.00,11526.00,1998.00,26377.00,11897.00,962.00,9039.00,4652.00,26550.00,11652.00,1301.00,10409.00,3098.00,26460.00,12466.00,813.00,7135.00,6261.00,26675.00,11791.00,1048.00,8987.00,5203.00,27029.00,11809.00,1233.00,10524.00,5637.00,29203.00,11003.00,1304.00,5897.00,6610.00,24814.00,9377.00,1626.00,6682.00,6270.00,23955.00,11584.00,2558.00,8584.00,6224.00,28950.00,11436.00,2649.00,9685.00,5976.00,29746.00,12296.00,2240.00,9557.00,5846.00,29939.00
"Palay","....Davao Occidental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,138.00,140.00,230.00,618.00,109.70,169.00,159.00,255.00,692.70,114.98,258.00,199.00,275.00,846.98,199.00,231.00,184.69,202.00,816.69,170.16,201.57,223.44,228.00,823.17
"Palay","....Davao Oriental",3206.00,4543.00,2497.00,3402.00,13648.00,3226.00,4135.00,2682.00,4017.00,14060.00,3082.00,4731.00,2856.00,4041.00,14710.00,2937.00,4745.00,2746.00,3767.00,14195.00,2627.00,5465.00,2343.00,4168.00,14603.00,2741.00,5771.00,1322.00,5315.00,15149.00,4122.00,4298.00,1574.00,5371.00,15365.00,4148.00,4970.00,1257.00,5855.00,16230.00,4044.00,4426.00,2439.00,5033.00,15942.00,4511.00,4617.00,2643.00,4792.00,16563.00,2329.00,5970.00,2690.00,4635.00,15624.00,3369.00,5005.00,2673.00,4823.00,15870.00,3356.00,5076.00,2667.00,4632.00,15731.00,3376.00,5129.00,2645.00,4650.00,15800.00
"Palay","....City of Davao",1185.00,906.00,1103.00,969.00,4163.00,1317.00,859.00,1321.00,908.00,4405.00,1375.00,1013.00,1286.00,1017.00,4691.00,1222.00,1216.00,1391.00,965.00,4794.00,1246.00,1251.00,1460.00,960.00,4917.00,1122.00,1025.00,1186.00,874.00,4207.00,864.00,768.00,1154.00,998.00,3784.00,803.00,1085.00,1260.00,1016.00,4164.00,1041.00,1042.00,1317.00,1002.00,4402.00,947.00,819.00,1206.00,953.00,3925.00,993.00,944.00,1191.00,1007.00,4135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Palay","..REGION XII (SOCCSKSARGEN)",99857.00,29927.00,99155.00,100878.00,329817.00,110066.00,34074.00,103130.00,96350.00,343620.00,105783.00,40437.00,100962.00,98803.00,345985.00,108267.00,37529.00,99329.00,105221.00,350346.00,103837.00,37765.00,109520.00,95784.00,346906.00,108183.00,25674.00,100217.00,105864.00,339938.00,102857.00,9006.00,97294.00,106533.00,315690.00,107269.00,37778.00,106950.00,99180.00,351177.00,111926.00,34056.00,102812.25,99686.00,348480.25,108982.75,26608.36,85346.00,103235.66,324172.77,111394.00,25565.98,97980.83,99745.99,334686.80,116648.00,23805.97,110128.73,95893.00,346475.70,113325.22,28246.66,103946.00,95306.00,340823.88,110250.00,29579.98,102836.98,96022.00,338688.96
"Palay","....Cotabato (North Cotabato)",39419.00,9501.00,31768.00,41799.00,122487.00,44522.00,10955.00,34316.00,38567.00,128360.00,42480.00,16681.00,38455.00,33494.00,131110.00,42784.00,12909.00,38322.00,36190.00,130205.00,38329.00,17617.00,41134.00,32372.00,129452.00,40216.00,11514.00,36680.00,37196.00,125606.00,39653.00,1730.00,32177.00,38838.00,112398.00,43097.00,9383.00,34787.00,38601.00,125868.00,44810.00,8677.00,34725.00,38918.00,127130.00,42946.00,8320.00,32197.00,40084.00,123547.00,43445.00,7887.00,36976.00,39784.00,128092.00,45426.00,7787.00,37694.00,39931.00,130838.00,42717.00,11007.00,37969.00,40378.00,132071.00,41917.00,10908.00,37049.00,39409.00,129283.00
"Palay","....Sarangani",2695.00,1811.00,4115.00,5515.00,14136.00,3051.00,2150.00,4528.00,4950.00,14679.00,2859.00,2165.00,4638.00,4952.00,14614.00,3141.00,1894.00,5211.00,4454.00,14700.00,2966.00,1541.00,5338.00,4736.00,14581.00,2723.00,1405.00,5037.00,5087.00,14252.00,2766.00,1068.00,4391.00,4954.00,13179.00,2688.00,1599.00,4283.00,4684.00,13254.00,2520.00,1447.00,4230.00,4293.00,12490.00,2466.00,961.00,3991.00,4224.00,11642.00,2353.00,1833.98,4167.83,3912.99,12267.80,2019.00,1970.97,4130.00,4130.00,12249.97,2177.22,2006.66,4203.00,4048.00,12434.88,2203.00,1929.98,4224.98,4070.00,12427.96
"Palay","....South Cotabato",25845.00,9773.00,21276.00,21995.00,78889.00,28076.00,11174.00,23728.00,20743.00,83721.00,28317.00,11258.00,18919.00,25638.00,84132.00,28701.00,12575.00,19051.00,27087.00,87414.00,28417.00,10656.00,24540.00,23655.00,87268.00,28086.00,6797.00,22647.00,28138.00,85668.00,27627.00,1890.00,22524.00,27708.00,79749.00,27682.00,14922.00,28457.00,21155.00,92216.00,27952.00,13276.00,27562.00,21996.00,90786.00,27762.00,10424.36,18853.00,24653.66,81693.02,28091.00,6882.00,25249.00,24640.00,84862.00,27872.00,9604.00,29218.00,18624.00,85318.00,27395.00,9299.00,28596.00,18561.00,83851.00,28358.00,8849.00,29107.00,20554.00,86868.00
"Palay","....Sultan Kudarat",31898.00,8842.00,41996.00,31569.00,114305.00,34417.00,9795.00,40558.00,32090.00,116860.00,32127.00,10333.00,38950.00,34719.00,116129.00,33641.00,10151.00,36745.00,37490.00,118027.00,34125.00,7951.00,38508.00,35021.00,115605.00,37158.00,5958.00,35853.00,35443.00,114412.00,32811.00,4318.00,38202.00,35033.00,110364.00,33802.00,11874.00,39423.00,34740.00,119839.00,36644.00,10656.00,36295.25,34479.00,118074.25,35808.75,6903.00,30305.00,34274.00,107290.75,37505.00,8963.00,31588.00,31409.00,109465.00,41331.00,4444.00,39086.73,33208.00,118069.73,41036.00,5934.00,33178.00,32319.00,112467.00,37772.00,7893.00,32456.00,31989.00,110110.00
"Palay","..REGION XIII (CARAGA)",9767.00,61166.00,11546.00,48388.00,130867.00,7531.00,64018.00,9971.00,60332.00,141852.00,6036.00,84587.00,8738.00,55680.00,155041.00,4863.00,91291.00,10682.00,69723.00,176559.00,4601.00,92011.00,9921.00,67637.00,174170.00,4345.00,92111.00,7319.00,51354.95,155129.95,5682.00,77199.00,8381.00,58814.00,150076.00,6869.00,80466.00,12101.00,55767.00,155203.00,7229.00,84567.00,11662.00,56824.00,160282.00,7813.00,86137.15,8555.00,42861.80,145366.95,7941.30,78838.00,18927.00,50366.75,156073.05,8346.00,78315.00,9035.00,52182.00,147878.00,9248.00,82038.63,15154.10,53078.29,159519.02,13498.00,79455.00,15611.00,54426.00,162990.00
"Palay","....Agusan del Norte",880.00,9673.00,459.00,9422.00,20434.00,1046.00,10153.00,615.00,10913.00,22727.00,450.00,12653.00,455.00,9562.00,23120.00,209.00,13706.00,691.00,12662.00,27268.00,683.00,13449.00,600.00,12737.00,27469.00,768.00,12629.00,103.00,9863.95,23363.95,955.00,11319.00,868.00,12626.00,25768.00,974.00,11923.00,1168.00,9025.00,23090.00,958.00,12192.00,1280.00,8167.00,22597.00,1140.00,11845.23,1190.00,8145.00,22320.23,1130.00,8334.00,1210.00,10154.00,20828.00,1138.00,8126.00,1340.00,9764.00,20368.00,1984.00,9515.00,6543.10,4654.00,22696.10,6034.00,5997.00,7627.00,4698.00,24356.00
"Palay","....Agusan del Sur",3462.00,25601.00,2942.00,26400.00,58405.00,1480.00,29369.00,1954.00,33676.00,66479.00,1963.00,40779.00,1937.00,34555.00,79234.00,1000.00,43486.00,2200.00,43324.00,90010.00,677.00,44060.00,1403.00,41833.00,87973.00,431.00,44201.00,305.00,30493.00,75430.00,1552.00,36540.00,1349.00,32850.00,72291.00,247.00,40759.00,3282.00,35761.00,80049.00,564.00,42431.00,1375.00,37562.00,81932.00,454.00,45379.00,389.00,25611.00,71833.00,105.00,45040.00,9740.00,30615.00,85500.00,434.00,45146.00,2547.00,32495.00,80622.00,382.00,45671.00,2995.00,38501.00,87549.00,442.00,46626.00,2143.00,39732.00,88943.00
"Palay","....Dinagat Islands",567.00,1515.00,835.00,623.00,3540.00,460.00,1100.00,740.00,655.00,2955.00,385.00,1170.00,560.00,490.00,2605.00,345.00,1222.00,662.00,705.00,2934.00,307.00,1260.00,693.00,674.00,2934.00,242.00,1398.00,500.00,706.00,2846.00,228.00,1328.00,358.00,885.00,2799.00,230.00,1398.00,495.00,1108.00,3231.00,220.00,1519.00,596.00,1141.00,3476.00,211.00,1547.00,399.00,406.00,2563.00,332.00,1163.00,880.00,508.00,2883.00,394.00,1235.00,694.00,559.00,2882.00,374.00,1293.00,800.00,602.38,3069.38,411.00,1005.00,653.00,1065.00,3134.00
"Palay","....Surigao del Norte",2158.00,10185.00,4044.00,4040.00,20427.00,2040.00,11147.00,3717.00,6150.00,23054.00,1418.00,12965.00,3262.00,4956.00,22601.00,1280.00,12750.00,3560.00,5369.00,22959.00,915.00,12503.00,3466.00,5209.00,22093.00,811.00,13240.00,2120.00,4471.00,20642.00,698.00,10737.00,1346.00,6088.00,18869.00,3379.00,8444.00,2296.00,3473.00,17592.00,3001.00,9786.00,2242.00,4656.00,19685.00,3268.00,9900.69,2400.00,4871.00,20439.69,2958.00,9986.00,2440.00,4804.75,20188.75,3102.00,10015.00,1098.00,4816.00,19031.00,2927.00,10072.00,1156.00,4717.00,18872.00,2976.00,10198.00,1188.00,4759.00,19121.00
"Palay","....Surigao del Sur",2700.00,14192.00,3266.00,7903.00,28061.00,2505.00,12249.00,2945.00,8938.00,26637.00,1820.00,17020.00,2524.00,6117.00,27481.00,2029.00,20127.00,3569.00,7663.00,33388.00,2019.00,20739.00,3759.00,7184.00,33701.00,2093.00,20643.00,4291.00,5821.00,32848.00,2249.00,17275.00,4460.00,6365.00,30349.00,2039.00,17942.00,4860.00,6400.00,31241.00,2486.00,18639.00,6169.00,5298.00,32592.00,2740.00,17465.23,4177.00,3828.80,28211.03,3416.30,14315.00,4657.00,4285.00,26673.30,3278.00,13793.00,3356.00,4548.00,24975.00,3581.00,15487.63,3660.00,4603.91,27332.54,3635.00,15629.00,4000.00,4172.00,27436.00
"Palay","..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)",71820.00,41129.00,64393.00,30290.00,207632.00,43235.00,53270.00,45812.00,57207.00,199524.00,60192.00,49197.00,51715.00,41697.00,202801.00,49813.00,49976.00,49413.00,77498.00,226700.00,80368.00,34780.00,48992.00,53282.00,217422.00,66690.00,29230.00,41593.00,56836.00,194349.00,60977.00,12594.00,75623.00,63733.00,212927.00,59951.00,31981.00,74371.00,54889.00,221192.00,62089.00,31380.00,84481.00,48385.00,226335.00,55791.00,33603.00,69013.00,50054.00,208461.00,73103.62,31915.20,70581.00,57736.62,233336.44,73811.82,30871.38,73759.00,58333.62,236775.82,73993.00,37753.83,72208.00,58022.62,241977.45,75930.71,42100.40,79640.45,60506.06,258177.62
"Palay","....Basilan",303.00,675.00,495.00,415.00,1888.00,490.00,175.00,365.00,423.00,1453.00,224.00,568.00,638.00,117.00,1547.00,432.00,729.00,12.00,644.00,1817.00,149.00,542.00,485.00,370.00,1546.00,341.00,159.00,270.00,431.00,1201.00,180.00,364.00,136.00,390.00,1070.00,239.00,217.00,138.00,161.00,755.00,199.00,355.00,69.00,376.00,999.00,90.00,110.00,0.00,365.00,565.00,114.00,9.00,4.00,10.00,137.00,131.67,12.38,43.00,31.00,218.05,129.00,58.93,93.00,12.00,292.93,136.00,59.00,86.00,31.00,312.00
"Palay","....Lanao del Sur",15344.00,12506.00,16680.00,15964.00,60494.00,10466.00,14684.00,16680.00,16019.00,57849.00,12589.00,15620.00,18311.00,16401.00,62921.00,12763.00,17763.00,18226.00,17828.00,66580.00,12830.00,13323.00,17164.00,15903.00,59220.00,12830.00,11291.00,16259.00,15975.00,56355.00,13026.00,7500.00,16259.00,17117.00,53902.00,14314.00,14096.00,20940.00,17117.00,66467.00,13074.00,11205.00,20940.00,24582.00,69801.00,14445.00,13800.00,22346.00,19210.00,69801.00,14480.00,13800.00,23814.00,24003.00,76097.00,14470.00,13789.00,24528.00,24002.00,76789.00,14655.00,13787.00,24528.00,23997.00,76967.00,14649.50,13833.40,24528.45,23995.50,77006.85
"Palay","....Maguindanao",56173.00,27948.00,44940.00,13743.00,142804.00,32279.00,38411.00,26786.00,40709.00,138185.00,47379.00,33009.00,30784.00,25105.00,136277.00,36618.00,31484.00,29356.00,58970.00,156428.00,67389.00,20915.00,29716.00,36915.00,154935.00,53519.00,17780.00,23446.00,40330.00,135075.00,47771.00,4730.00,57863.00,46190.00,156554.00,45398.00,17668.00,51820.00,37574.00,152460.00,48816.00,19820.00,61980.00,23410.00,154026.00,41256.00,19693.00,45155.00,30460.00,136564.00,58509.62,18106.20,46109.00,33699.62,156424.44,59210.15,17070.00,48531.00,33699.62,158510.77,59209.00,23907.90,47146.00,33699.62,163962.52,59209.00,23804.00,47146.00,33699.56,163858.56
"Palay","....Sulu",0.00,0.00,1853.00,0.00,1853.00,0.00,0.00,1572.00,0.00,1572.00,0.00,0.00,1632.00,0.00,1632.00,0.00,0.00,1567.00,0.00,1567.00,0.00,0.00,1410.00,0.00,1410.00,0.00,0.00,1471.00,0.00,1471.00,0.00,0.00,1270.00,0.00,1270.00,0.00,0.00,1389.00,0.00,1389.00,0.00,0.00,1492.00,0.00,1492.00,0.00,0.00,1410.00,0.00,1410.00,0.00,0.00,513.00,0.00,513.00,0.00,0.00,530.00,587.00,1117.00,0.00,0.00,310.00,304.00,614.00,0.00,0.00,0.00,288.00,288.00
"Palay","....Tawi-tawi",0.00,0.00,425.00,168.00,593.00,0.00,0.00,409.00,56.00,465.00,0.00,0.00,350.00,74.00,424.00,0.00,0.00,252.00,56.00,308.00,0.00,0.00,217.00,94.00,311.00,0.00,0.00,147.00,100.00,247.00,0.00,0.00,95.00,36.00,131.00,0.00,0.00,84.00,37.00,121.00,0.00,0.00,0.00,17.00,17.00,0.00,0.00,102.00,19.00,121.00,0.00,0.00,141.00,24.00,165.00,0.00,0.00,127.00,14.00,141.00,0.00,0.00,131.00,10.00,141.00,0.00,0.00,232.00,14.00,246.00
"White Corn","PHILIPPINES",292409.00,174562.00,520525.00,351447.00,1338943.00,303965.00,191725.00,448044.00,339967.00,1283701.00,292412.00,210208.69,491520.50,317478.18,1311619.37,281969.59,188188.60,484941.00,323536.00,1278635.19,292582.90,170281.79,475221.00,352127.17,1290212.86,291191.50,152185.25,467603.70,354513.50,1265493.95,246657.00,100383.80,488993.50,338003.85,1174038.15,258120.50,153629.70,457611.85,304771.50,1174133.55,263197.20,160442.50,450293.85,279810.52,1153744.07,243723.50,151229.73,430683.02,275633.70,1101269.95,246091.15,135217.04,464411.61,269552.71,1115272.51,238599.99,150444.23,454885.86,282790.26,1126720.35,232957.62,155900.52,427563.51,272840.12,1089261.77,233315.22,139323.83,393842.39,270293.24,1036774.68
"White Corn","..CORDILLERA ADMINISTRATIVE REGION (CAR)",1466.00,118.00,6188.00,578.00,8350.00,1739.00,228.00,6071.00,500.00,8538.00,1662.00,88.00,6037.00,650.00,8437.00,1659.00,85.00,6028.00,641.00,8413.00,1658.00,112.00,5953.00,645.00,8368.00,1652.00,74.00,5753.00,646.00,8125.00,1551.00,80.00,5521.00,345.00,7497.00,1286.00,100.00,5418.00,394.00,7198.00,1234.00,102.00,5215.00,145.00,6696.00,1213.00,60.00,5101.00,91.00,6465.00,1133.00,47.00,5135.00,56.00,6371.00,1117.00,158.22,5128.00,96.00,6499.22,1115.00,152.00,5125.96,55.76,6448.72,1106.00,156.98,5116.00,32.00,6410.98
"White Corn","....Abra",1076.00,0.00,5256.00,0.00,6332.00,1081.00,0.00,5261.00,0.00,6342.00,1075.00,0.00,5166.00,0.00,6241.00,1080.00,0.00,5170.00,0.00,6250.00,1079.00,0.00,5170.00,0.00,6249.00,1079.00,0.00,5120.00,0.00,6199.00,1079.00,0.00,5153.00,0.00,6232.00,1044.00,0.00,5148.00,0.00,6192.00,1064.00,0.00,5027.00,0.00,6091.00,1065.00,0.00,5027.00,0.00,6092.00,1065.00,0.00,5067.00,0.00,6132.00,1065.00,0.00,5073.00,0.00,6138.00,1065.00,0.00,5073.00,0.00,6138.00,1065.00,0.00,5073.00,0.00,6138.00
"White Corn","....Apayao",70.00,113.00,71.00,69.00,323.00,55.00,225.00,65.00,141.00,486.00,78.00,80.00,69.00,141.00,368.00,74.00,70.00,66.00,130.00,340.00,74.00,58.00,62.00,134.00,328.00,68.00,58.00,55.00,135.00,316.00,49.00,76.00,52.00,130.00,307.00,40.00,85.00,52.00,133.00,310.00,40.00,85.00,50.00,129.00,304.00,25.00,48.00,15.00,85.00,173.00,25.00,35.00,10.00,50.00,120.00,9.00,6.00,15.00,12.00,42.00,7.00,0.00,16.00,0.00,23.00,0.00,4.98,0.00,0.00,4.98
"White Corn","....Benguet",0.00,5.00,25.00,4.00,34.00,0.00,3.00,25.00,4.00,32.00,0.00,3.00,25.00,4.00,32.00,0.00,3.00,25.00,6.00,34.00,0.00,4.00,25.00,6.00,35.00,0.00,4.00,25.00,6.00,35.00,0.00,4.00,20.00,6.00,30.00,0.00,4.00,20.00,6.00,30.00,0.00,4.00,9.00,6.00,19.00,10.00,12.00,10.00,6.00,38.00,10.00,12.00,9.00,6.00,37.00,10.00,12.00,9.00,6.00,37.00,10.00,12.00,9.05,5.76,36.81,8.00,12.00,9.00,5.00,34.00
"White Corn","....Ifugao",250.00,0.00,250.00,150.00,650.00,333.00,0.00,250.00,0.00,583.00,333.00,0.00,250.00,150.00,733.00,333.00,0.00,250.00,150.00,733.00,333.00,0.00,250.00,150.00,733.00,333.00,0.00,250.00,150.00,733.00,251.00,0.00,50.00,10.00,311.00,30.00,0.00,50.00,10.00,90.00,30.00,0.00,80.00,10.00,120.00,30.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00,0.00,9.00,0.00,9.00,0.00,0.00,5.00,0.00,5.00
